sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
194957,https://sofifa.com/player/194957/phil-jones/17/158492,P. Jones,Phil Jones,24,1992-02-21,185,71,England,Manchester United,79,83,11500000,60000,CB,Right,2,3,2,Medium/High,Normal,Yes,,,SUB,4.0,,2011-07-01,2019.0,,,62.0,56.0,65.0,61.0,79.0,80.0,,,,,,,"Injury Prone, Dives Into Tackles (CPU AI Only)",64,50,73-4,75,60,60,38,35,67,67-2,55-8,68,43,78,58,68,83-1,79,79,59,85,79-1,42,59,55,67,79-2,81-3,80-2,10,8,6,16,11,62+1,62+1,62+1,61+1,62+1,62+1,62+1,61+1,63+1,63+1,63+1,64+1,68+1,68+1,68+1,64+1,74+1,76+1,76+1,76+1,74+1,75+1,79+1,79+1,79+1,75+1
207494,https://sofifa.com/player/207494/jesse-lingard/17/158492,J. Lingard,Jesse Lingard,23,1992-12-15,174,65,England,Manchester United,77,83,9500000,50000,"RM, LM, CAM",Right,1,3,3,High/Medium,Lean,Yes,,,SUB,14.0,,2010-07-01,2018.0,,,83.0,68.0,71.0,79.0,49.0,62.0,,,,,,,"Beat Offside Trap, Flair, Speed Dribbler (CPU AI Only)",71+5,70-3,61+3,75-3,64+10,78+2,72+7,56+2,65,80-2,85,82,84,76,84,71+5,65,81+2,54-4,62+2,56,47+12,76,74+3,65+2,65,49+13,49-9,41+16,14,10,8,13,9,73+1,73+1,73+1,77+1,76+1,76+1,76+1,77+1,76+1,76+1,76+1,77+1,72+1,72+1,72+1,77+1,66+1,63+1,63+1,63+1,66+1,63+1,56+1,56+1,56+1,63+1
167905,https://sofifa.com/player/167905/antonio-valencia/17/158492,A. Valencia,Luis Antonio Valencia Mosquera,30,1985-08-04,181,78,Ecuador,Manchester United,80,80,10000000,60000,"RB, RM",Right,2,1,3,High/Medium,Stocky,Yes,,,RB,25.0,,2009-06-30,2017.0,RB,13.0,84.0,65.0,73.0,79.0,76.0,83.0,,,,,,,"Avoids Using Weaker Foot, Speed Dribbler (CPU AI Only), Backs Into Player",83+1,58,63+3,75,69,79-3,69,66,69,79,85+6,84+1,74-5,83+4,84+5,85+3,68+4,85+3,84+9,62+3,84+4,77+7,75+3,67-3,55,81,76+11,79+10,77+10,16,11,10,7,7,74+1,74+1,74+1,76+1,76+1,76+1,76+1,76+1,75+1,75+1,75+1,78+1,75+1,75+1,75+1,78+1,80+1,78+1,78+1,78+1,80+1,80+1,78+1,78+1,78+1,80+1
232270,https://sofifa.com/player/232270/timothy-fosu-mensah/17/158492,T. Fosu-Mensah,Timothy Evans Fosu-Mensah,18,1998-01-02,190,79,Netherlands,Manchester United,71,87,2900000,6000,"CDM, CB, RB",Right,1,4,2,Medium/Medium,Normal,No,,,RES,24.0,,2016-02-29,2020.0,,,80.0,61.0,63.0,63.0,71.0,78.0,,,,,,,Dives Into Tackles (CPU AI Only),56+6,57+11,70+3,73+1,55+23,63+4,56+4,34+9,70+3,63,79+1,80+4,65,63+1,65+2,79+7,76+4,71+6,79+3,56+2,83+3,74+8,54+3,58+8,48,61,69+7,70+4,74+7,11,8,8,7,11,66+1,66+1,66+1,64+1,64+1,64+1,64+1,64+1,64+1,64+1,64+1,65+1,66+1,66+1,66+1,65+1,70+1,71+1,71+1,71+1,70+1,71+1,73+1,73+1,73+1,71+1
206075,https://sofifa.com/player/206075/sam-johnstone/17/158492,S. Johnstone,Sam Johnstone,23,1993-03-25,194,86,England,Manchester United,68,78,1200000,8000,GK,Right,1,2,1,Medium/Medium,Normal,Yes,,,RES,32.0,,2011-07-01,2017.0,,,,,,,,,70.0,71.0,67.0,73.0,35.0,63.0,,17,11,17,27,15,16,16,17,35,18,33,36,37,54,27,24,45,21,60,16,24,17,11,41,42,22,13,17,20,70+1,71+9,67+3,63+1,73+1,,,,,,,,,,,,,,,,,,,,,,,,,,
193080,https://sofifa.com/player/193080/david-de-gea-quintana/17/158492,De Gea,David De Gea Quintana,25,1990-11-07,193,82,Spain,Manchester United,90,92,68500000,170000,GK,Right,4,3,1,Medium/Medium,Lean,Yes,,,GK,1.0,,2011-07-01,2019.0,GK,1.0,,,,,,,88.0,85.0,87.0,90.0,56.0,85.0,"Puncher, GK Long Throw",17,13,21,31,13,13,21,19,32,31,56+5,56+1,57,88+4,43,31,67,25,64,12,38,30,12,68,40,60,13,21,13,88,85+4,87+1,85,90+1,,,,,,,,,,,,,,,,,,,,,,,,,,
189881,https://sofifa.com/player/189881/chris-smalling/17/158492,C. Smalling,Chris Smalling,26,1989-11-22,192,90,England,Manchester United,84,85,27500000,130000,CB,Right,3,3,2,Medium/High,Normal,Yes,,#Strength,SUB,12.0,,2010-07-01,2019.0,SUB,12.0,77.0,46.0,56.0,62.0,84.0,84.0,,,,,,,"Injury Prone, Power Header",52,50+27,86+1,66-5,54,61-3,49+13,22,63+7,64,76-1,77+1,60,83,48,42,75,79-1,88,35,84+2,83,48+6,49,52,80,84-1,85-3,83-2,10,15,16,15,15,63+2,63+2,63+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,64+2,65+2,65+2,65+2,64+2,75+2,76+2,76+2,76+2,75+2,78+2,83+2,83+2,83+2,78+2
177358,https://sofifa.com/player/177358/morgan-schneiderlin/17/158492,M. Schneiderlin,Morgan Schneiderlin,26,1989-11-08,185,75,France,Manchester United,82,84,20000000,100000,"CDM, CM",Right,2,3,2,Medium/High,Normal,Yes,,,SUB,28.0,,2015-07-13,2019.0,,,66.0,63.0,75.0,75.0,80.0,82.0,,,,,,,Dives Into Tackles (CPU AI Only),65,64,71+6,82,56,73,68,61,79-2,79,69,64+5,71+5,82,71+5,71,72,90,77-1,56,85,85-1,67,73,56,81,76-1,83-1,82,6,11,12,14,7,71+1,71+1,71+1,72+1,73+1,73+1,73+1,72+1,74+1,74+1,74+1,74+1,78+1,78+1,78+1,74+1,79+1,82+1,82+1,82+1,79+1,79+1,80+1,80+1,80+1,79+1
191740,https://sofifa.com/player/191740/ander-herrera-aguera/17/158492,Ander Herrera,Ander Herrera Agüera,26,1989-08-14,182,73,Spain,Manchester United,82,83,22500000,100000,"CM, CAM",Right,2,4,4,High/High,Lean,Yes,,#Playmaker  ,SUB,21.0,,2014-06-26,2018.0,,,73.0,72.0,81.0,84.0,64.0,71.0,,,,,,,"Diver, Dives Into Tackles (CPU AI Only), Playmaker (CPU AI Only)",74,71,58,86-2,67,83,76,65,80,86-1,78,68-4,84,84+3,83+2,70,63,80+2,62,74,83+1,70,80,86+1,79,80,61+1,64,66+2,9,12,15,9,8,75+1,75+1,75+1,81+1,80+1,80+1,80+1,81+1,83+1,83+1,83+1,81+1,82+1,82+1,82+1,81+1,75+1,76+1,76+1,76+1,75+1,73+1,69+1,69+1,69+1,73+1
190815,https://sofifa.com/player/190815/daley-blind/17/158492,D. Blind,Daley Blind,26,1990-03-09,180,72,Netherlands,Manchester United,81,83,16500000,80000,"CB, LB, CDM",Left,3,4,2,High/High,Lean,Yes,,"#Engine, #Tactician ",LCB,17.0,,2014-09-01,2018.0,LB,5.0,61.0,56.0,77.0,76.0,81.0,76.0,,,,,,,"Injury Free, Long Passer (CPU AI Only)",70+5,46,71+2,83,62,73,76+6,55,81+1,80,65,58,73,84,75+5,68,71,86-6,73,64,71+3,86+2,66,77,56,85,80,84,77,12,9,10,14,10,68+2,68+2,68+2,71+2,71+2,71+2,71+2,71+2,74+2,74+2,74+2,74+2,79+2,79+2,79+2,74+2,79+2,82+2,82+2,82+2,79+2,79+2,79+2,79+2,79+2,79+2
192883,https://sofifa.com/player/192883/henrikh-mkhitaryan/17/158492,H. Mkhitaryan,Henrikh Mkhitaryan,27,1989-01-21,177,75,Armenia,Manchester United,85,85,33000000,130000,"RM, LM, CAM",Right,3,5,4,High/High,Normal,Yes,,"#Dribbler, #Acrobat",SUB,22.0,,2016-07-06,2020.0,,,83.0,77.0,81.0,87.0,55.0,70.0,,,,,,,"Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only), Set Play Specialist",80,73-1,53,85,81-3,86-1,83,64,73-5,89,84-3,82-2,88-2,83-2,83,87,72,85+1,63-4,75-3,69-1,68,83-1,85-2,72,67,49,53,55,5,11,14,5,7,79+2,79+2,79+2,84+2,83+2,83+2,83+2,84+2,84+2,84+2,84+2,84+2,81+2,81+2,81+2,84+2,74+2,72+2,72+2,72+2,74+2,71+2,63+2,63+2,63+2,71+2
225508,https://sofifa.com/player/225508/eric-bailly/17/158492,E. Bailly,Eric Bailly,22,1994-04-12,187,77,Ivory Coast,Manchester United,82,90,26000000,70000,CB,Right,2,3,2,High/Medium,Normal,No,,,RCB,3.0,,2016-07-01,2020.0,LCB,9.0,81.0,41.0,53.0,59.0,82.0,83.0,,,,,,,"Dives Into Tackles (CPU AI Only), Power Header",41,33,74,71,36,52,42,43,56,63+4,79,83,67,74,65,55,84,81,82,48,86,84,36,35,46,43,82+1,83,86+1,14,14,10,9,8,57+1,57+1,57+1,56+1,56+1,56+1,56+1,56+1,56+1,56+1,56+1,58+1,61+1,61+1,61+1,58+1,74+1,75+1,75+1,75+1,74+1,77+1,81+1,81+1,81+1,77+1
152908,https://sofifa.com/player/152908/ashley-young/17/158492,A. Young,Ashley Young,30,1985-07-09,175,65,England,Manchester United,79,79,9000000,60000,"LM, RB",Right,3,3,4,High/High,Lean,Yes,,,SUB,18.0,,2011-07-01,2018.0,,,81.0,72.0,77.0,81.0,52.0,58.0,,,,,,,"Diver, Avoids Using Weaker Foot, Early Crosser, Technical Dribbler (CPU AI Only)",84,69,51,74-1,75,81-2,84,72,68,80-2,83-2,79-3,84,77,77,77,57,69,56,76,47,60,70,79,65,63,43,54,61,16,10,15,16,15,72+2,72+2,72+2,78+2,76+2,76+2,76+2,78+2,77+2,77+2,77+2,78+2,74+2,74+2,74+2,78+2,70+2,65+2,65+2,65+2,70+2,67+2,58+2,58+2,58+2,67+2
176944,https://sofifa.com/player/176944/marouane-fellaini/17/158492,M. Fellaini,Marouane Fellaini-Bakkioui,28,1987-11-22,194,85,Belgium,Manchester United,78,78,8000000,70000,"CM, CAM, CDM",Right,3,3,3,Medium/Medium,Lean,Yes,,"#Aerial Threat, #Strength",RDM,27.0,,2013-09-02,2018.0,LCM,8.0,55.0,73.0,69.0,73.0,78.0,90.0,,,,,,,"Dives Into Tackles (CPU AI Only), Power Header, Backs Into Player, Target Forward",61-3,73,91,77,71,74,62,46,66-3,82+2,54,55-4,50-7,80,52,75,65-8,86,92,72,94+2,76+3,79+1,74-3,64,77,75+3,80+3,68,8,6,9,15,16,77+2,77+2,77+2,72+2,75+2,75+2,75+2,72+2,74+2,74+2,74+2,73+2,77+2,77+2,77+2,73+2,74+2,79+2,79+2,79+2,74+2,74+2,80+2,80+2,80+2,74+2
227542,https://sofifa.com/player/227542/sadiq-el-fitouri/17/158492,S. El Fitouri,Sadiq El Fitouri,21,1994-10-10,180,68,Libya,Manchester United,57,67,170000,2000,RB,Right,1,3,2,Medium/Medium,Normal,No,,,RES,52.0,,2015-01-30,2017.0,,,60.0,34.0,43.0,47.0,58.0,58.0,,,,,,,,52,31,58,42,41,48,42,38,40,40,65,55,57,60,55,37,62,61,51,28,69,59,47,40,44,39,54,61,61,15,8,10,10,9,46+1,46+1,46+1,47+1,45+1,45+1,45+1,47+1,45+1,45+1,45+1,48+1,46+1,46+1,46+1,48+1,55+1,53+1,53+1,53+1,55+1,57+1,58+1,58+1,58+1,57+1
211300,https://sofifa.com/player/211300/anthony-martial/17/158492,A. Martial,Anthony Martial,20,1995-12-05,184,76,France,Manchester United,82,90,29000000,70000,"LM, ST",Right,3,4,4,High/Medium,Normal,Yes,,"#Speedster, #Dribbler, #Acrobat",RM,11.0,,2015-09-01,2019.0,SUB,11.0,91.0,79.0,70.0,87.0,42.0,76.0,,,,,,,"Beat Offside Trap, Finesse Shot, Flair, Speed Dribbler (CPU AI Only), Technical Dribbler (CPU AI Only), Backs Into Player",72+5,82+1,72,75,74,89+4,75+2,54,58,84+3,92+2,91+3,86+2,81,85+5,84+4,81,80+1,80,71+3,62,42,80,70+6,71,80,35+14,39+21,38+21,9,8,8,15,11,82+2,82+2,82+2,82+2,82+2,82+2,82+2,82+2,80+2,80+2,80+2,81+2,72+2,72+2,72+2,81+2,65+2,60+2,60+2,60+2,65+2,62+2,56+2,56+2,56+2,62+2
54050,https://sofifa.com/player/54050/wayne-rooney/17/158492,W. Rooney,Wayne Mark Rooney,30,1985-10-24,176,83,England,Manchester United,84,84,26500000,120000,"CAM, ST, CM",Right,4,4,3,Medium/High,Stocky,Yes,,,CAM,10.0,,2004-08-31,2019.0,LCM,10.0,71.0,84.0,81.0,79.0,53.0,86.0,,,,,,,"Leadership, Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only)",78,84-1,76-4,79-1,85-1,77-2,84,84,85,83,69-3,73-1,77,83-4,77,86-1,81,87,84,84-1,89,54,85-2,83,81,89,48+19,54,37,10,11,13,8,7,82+3,82+3,82+3,80+3,82+3,82+3,82+3,80+3,81+3,81+3,81+3,81+3,80+3,80+3,80+3,81+3,68+3,71+3,71+3,71+3,68+3,65+3,65+3,65+3,65+3,65+3
201862,https://sofifa.com/player/201862/marcos-rojo/17/158492,M. Rojo,Faustino Marcos Alberto Rojo,26,1990-03-20,187,80,Argentina,Manchester United,78,80,8000000,70000,"LB, CB",Left,3,2,3,High/Medium,Normal,Yes,,,RES,5.0,,2014-08-20,2019.0,LB,16.0,74.0,60.0,69.0,69.0,79.0,83.0,,,,,,,"Avoids Using Weaker Foot, Dives Into Tackles (CPU AI Only), Early Crosser, Power Header",76-2,52,83,72+3,49,69,67,57,74,68,74,74,71+2,74,62,79,86+1,77,83,63,88,78-1,59,57,64,69,77-2,80-2,80-2,7,8,12,15,10,69+2,69+2,69+2,68+2,67+2,67+2,67+2,68+2,67+2,67+2,67+2,69+2,70+2,70+2,70+2,69+2,76+2,76+2,76+2,76+2,76+2,77+2,80+2,80+2,80+2,77+2
213695,https://sofifa.com/player/213695/sean-goss/17/158492,S. Goss,Sean Goss,20,1995-10-01,177,71,England,Manchester United,58,72,290000,2000,CM,Left,1,3,2,High/Medium,Lean,No,,,RES,55.0,,2012-07-11,2019.0,,,68.0,46.0,61.0,58.0,41.0,55.0,,,,,,,,50,47,49,67,42,57,51,48,65,56,69,67,63,55,76,51,63,60,56,39,46,29,50,63,47,60,41,42,53,9,8,11,8,12,54+1,54+1,54+1,57+1,56+1,56+1,56+1,57+1,59+1,59+1,59+1,59+1,57+1,57+1,57+1,59+1,53+1,52+1,52+1,52+1,53+1,52+1,48+1,48+1,48+1,52+1
21146,https://sofifa.com/player/21146/michael-carrick/17/158492,M. Carrick,Michael Carrick,34,1981-07-28,188,74,England,Manchester United,81,81,5000000,50000,"CDM, CM",Right,3,3,2,Low/Medium,Normal,Yes,,,SUB,16.0,,2006-08-31,2017.0,,,52.0,66.0,80.0,73.0,76.0,67.0,,,,,,,,72,59,73,86,67,71,64,59,85,80,53,52,58,85+5,63,78,72,69,66,71,67,83-3,66+7,85,64,85,74,77,72,13,12,11,15,9,70+2,70+2,70+2,72+2,73+2,73+2,73+2,72+2,76+2,76+2,76+2,73+2,80+2,80+2,80+2,73+2,75+2,80+2,80+2,80+2,75+2,75+2,75+2,75+2,75+2,75+2
231485,https://sofifa.com/player/231485/axel-tuanzebe/17/158492,A. Tuanzebe,Axel Tuanzebe,18,1997-11-14,185,72,DR Congo,Manchester United,67,81,1300000,2000,CB,Right,1,2,2,Medium/High,Lean,Yes,,,RES,38.0,,2013-07-01,2017.0,,,75.0,34.0,47.0,56.0,66.0,72.0,,,,,,,,33,26,68,65,37,58,36,37,49,48,73,77,62,60,65,46,77,66,74,34,72,62,31,35,50,52,66,66,67,5,8,5,13,12,50+1,50+1,50+1,50+1,49+1,49+1,49+1,50+1,50+1,50+1,50+1,52+1,52+1,52+1,52+1,52+1,61+1,61+1,61+1,61+1,61+1,63+1,67+1,67+1,67+1,63+1
121944,https://sofifa.com/player/121944/bastian-schweinsteiger/17/158492,B. Schweinsteiger,Bastian Schweinsteiger,31,1984-08-01,183,79,Germany,Manchester United,83,83,19000000,100000,"CM, CDM",Right,4,3,3,High/High,Normal,Yes,,,SUB,31.0,,2015-07-13,2018.0,,,51.0,76.0,83.0,75.0,75.0,74.0,,,,,,,"Injury Prone, Leadership, Playmaker (CPU AI Only)",78-1,70-3,78-1,84-3,82,74-3,82,78,84-3,81-1,50-1,52-1,67-6,85-4,63+2,82-2,80-3,61-13,77-1,80-1,80,84-2,80,85-1,83,88,68,74-3,75-1,14,14,13,13,11,76+3,76+3,76+3,75+3,77+3,77+3,77+3,75+3,79+3,79+3,79+3,76+3,81+3,81+3,81+3,76+3,75+3,79+3,79+3,79+3,75+3,74+3,77+3,77+3,77+3,74+3
231677,https://sofifa.com/player/231677/marcus-rashford/17/158492,M. Rashford,Marcus Rashford,18,1997-10-31,187,72,England,Manchester United,76,88,8000000,20000,ST,Right,1,3,3,High/Low,Lean,Yes,,#Speedster,LM,19.0,,2014-07-01,2020.0,,,90.0,73.0,66.0,79.0,31.0,65.0,,,,,,,"Beat Offside Trap, Flair, Speed Dribbler (CPU AI Only)",65+17,76+6,68+5,71+7,71+20,80+5,64,65,56+10,77+11,91+4,90+5,86+7,74+11,76+6,74+7,72+2,79+14,61+4,64+6,55+7,38,79+6,68+4,74,72,22,25+5,25+5,11,6,15,7,14,76+1,76+1,76+1,77+1,77+1,77+1,77+1,77+1,75+1,75+1,75+1,76+1,68+1,68+1,68+1,76+1,58+1,53+1,53+1,53+1,58+1,55+1,46+1,46+1,46+1,55+1
195864,https://sofifa.com/player/195864/paul-pogba/17/158492,P. Pogba,Paul Pogba,23,1993-03-15,191,84,France,Manchester United,88,94,71500000,150000,"CM, CDM, CAM",Right,4,4,5,High/Medium,Lean,Yes,,"#Dribbler, #Playmaker  , #Distance Shooter, #Strength, #Complete Midfielder",LDM,6.0,,2016-08-09,2021.0,RCM,6.0,77.0,80.0,83.0,87.0,72.0,87.0,,,,,,,"Dives Into Tackles (CPU AI Only), Flair, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",78+2,71,72,86+1,84,89+1,82+1,82+2,82+1,90+1,75,79,79+4,86,61,90-1,85,91+1,91,90-1,72-2,70-1,84+1,86,76,82,68,74-2,78,5,6,2,4,3,83+3,83+3,83+3,84+3,85+3,85+3,85+3,84+3,85+3,85+3,85+3,84+3,85+3,85+3,85+3,84+3,81+3,81+3,81+3,81+3,81+3,79+3,77+3,77+3,77+3,79+3
184392,https://sofifa.com/player/184392/matteo-darmian/17/158492,M. Darmian,Matteo Darmian,26,1989-12-02,182,70,Italy,Manchester United,80,82,14000000,80000,"RB, LB",Right,2,5,3,High/High,Lean,Yes,,#Engine,SUB,36.0,,2015-07-11,2019.0,,,80.0,58.0,69.0,76.0,80.0,75.0,,,,,,,Technical Dribbler (CPU AI Only),75-3,55+17,68-3,74,59,75-1,69,35,66-2,75-1,79,80,80+1,78,79+2,69,72+2,87-4,67-1,56,82,79-1,64,63,45,78,79-1,84-1,83-2,6,7,7,12,7,68+1,68+1,68+1,72+1,70+1,70+1,70+1,72+1,71+1,71+1,71+1,73+1,72+1,72+1,72+1,73+1,80+1,77+1,77+1,77+1,80+1,80+1,78+1,78+1,78+1,80+1
205988,https://sofifa.com/player/205988/luke-shaw/17/158492,L. Shaw,Luke Shaw,20,1995-07-12,185,75,England,Manchester United,81,89,21500000,50000,LB,Left,2,2,2,High/Medium,Stocky,Yes,,,LB,23.0,,2014-06-27,2018.0,SUB,21.0,86.0,51.0,71.0,78.0,79.0,79.0,,,,,,,"Injury Prone, Avoids Using Weaker Foot, Speed Dribbler (CPU AI Only)",78+2,44+12,67,75,58+27,79,63,58,64,76,83+4,88+4,80,79+3,75+5,62+12,68+5,83+2,80+3,48+6,74+10,79+4,73+4,65,53,75,81+3,82+1,80,10,12,13,7,7,68+1,68+1,68+1,73+1,71+1,71+1,71+1,73+1,72+1,72+1,72+1,75+1,73+1,73+1,73+1,75+1,80+1,77+1,77+1,77+1,80+1,80+1,78+1,78+1,78+1,80+1
180206,https://sofifa.com/player/180206/miralem-pjanic/17/158492,M. Pjanić,Miralem Pjanić,26,1990-04-02,180,74,Bosnia Herzegovina,Juventus,85,87,39000000,130000,CM,Right,3,4,4,Medium/Medium,Normal,Yes,,"#Playmaker  , #FK Specialist",CDM,5.0,,2016-07-01,2021.0,,,74.0,75.0,86.0,84.0,64.0,68.0,,,,,,,"Finesse Shot, Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only), Takes Finesse Free Kicks",80+3,70,60-1,89,71,83,86+5,91+1,85,89,74+2,74+3,78+2,84+1,78,79,61-5,79+3,65+5,84,62+1,68+1,76-1,88,79,84,58+1,68+1,64+3,7,7,13,7,8,77+2,77+2,77+2,82+2,82+2,82+2,82+2,82+2,84+2,84+2,84+2,82+2,84+2,84+2,84+2,82+2,76+2,76+2,76+2,76+2,76+2,74+2,68+2,68+2,68+2,74+2
173210,https://sofifa.com/player/173210/claudio-marchisio/17/158492,C. Marchisio,Claudio Marchisio,30,1986-01-19,180,71,Italy,Juventus,86,86,35000000,120000,"CM, CDM",Right,3,4,4,High/High,Normal,Yes,,,SUB,8.0,,2007-06-01,2020.0,,,77.0,74.0,83.0,83.0,76.0,75.0,,,,,,,"Leadership, Flair, Long Shot Taker (CPU AI Only), Team Player, Technical Dribbler (CPU AI Only)",76,65,68,87,76,82,78,78,85+2,85,77-2,77-2,81,86,76-3,82+5,67-2,82-3,72-3,82+1,78,82+1,82+1,84,78,84,72,78,78,4,3,4,2,4,78+2,78+2,78+2,81+2,81+2,81+2,81+2,81+2,83+2,83+2,83+2,82+2,84+2,84+2,84+2,82+2,81+2,82+2,82+2,82+2,81+2,80+2,77+2,77+2,77+2,80+2
211320,https://sofifa.com/player/211320/daniele-rugani/17/158492,D. Rugani,Daniele Rugani,21,1994-07-29,190,82,Italy,Juventus,79,87,13000000,50000,CB,Right,1,3,2,Low/Medium,Lean,No,,,SUB,24.0,,2015-02-04,2020.0,,,63.0,39.0,51.0,62.0,83.0,72.0,,,,,,,Injury Free,40,33,76,59+2,35,60,45,25,59+2,65,61-2,65-4,62-3,74,55,58-1,75,69,76-3,39,66-6,84+1,29,50,29,70,84,84,82,5,10,5,5,5,55+1,55+1,55+1,54+1,54+1,54+1,54+1,54+1,55+1,55+1,55+1,56+1,60+1,60+1,60+1,56+1,70+1,72+1,72+1,72+1,70+1,72+1,78+1,78+1,78+1,72+1
202135,https://sofifa.com/player/202135/stefano-sturaro/17/158492,S. Sturaro,Stefano Sturaro,23,1993-03-09,181,79,Italy,Juventus,77,82,9000000,50000,"CM, CDM",Right,2,3,2,High/High,Normal,No,,#Engine,SUB,27.0,,2014-07-01,2019.0,,,75.0,68.0,73.0,76.0,74.0,79.0,,,,,,,"Dives Into Tackles (CPU AI Only), Long Shot Taker (CPU AI Only)",68-6,57,56,77,74,76,64-5,64-4,75-2,77,75-4,75-4,75-2,70-6,76-3,78-3,67-2,89,73-2,78+1,84+3,76-1,72-3,72-2,68-1,74,72,78+2,78+2,15,10,5,14,11,70+1,70+1,70+1,73+1,73+1,73+1,73+1,73+1,74+1,74+1,74+1,74+1,76+1,76+1,76+1,74+1,77+1,77+1,77+1,77+1,77+1,76+1,74+1,74+1,74+1,76+1
229593,https://sofifa.com/player/229593/marko-pjaca/17/158492,M. Pjaca,Marko Pjaca,21,1995-05-06,183,77,Croatia,Juventus,76,86,8500000,50000,LW,Right,1,4,4,Medium/Medium,Normal,No,,#Dribbler,RES,20.0,,2016-07-21,2021.0,,,85.0,67.0,74.0,84.0,28.0,70.0,,,,,,,Technical Dribbler (CPU AI Only),76,61,68,77,72,86,80,72,71,87,85,85,83,66,75,76,69,75,75,72,50,30,60,68,72,70,16,26,24,11,5,10,9,12,73+0,73+0,73+0,77+0,75+0,75+0,75+0,77+0,76+0,76+0,76+0,77+0,70+0,70+0,70+0,77+0,58+0,54+0,54+0,54+0,58+0,54+0,46+0,46+0,46+0,54+0
228413,https://sofifa.com/player/228413/emil-audero/17/158492,E. Audero,Emil Audero,19,1997-01-18,190,81,Italy,Juventus,67,77,925000,6000,GK,Right,1,2,1,Medium/Medium,Lean,No,,,SUB,38.0,,2014-08-01,2018.0,,,,,,,,,72.0,64.0,60.0,76.0,52.0,60.0,,13,16,19,29,18,19,12,12,19,18,55,49,53+1,51,51+1,23,65,25+1,55,19,24-1,11-13,9-10,30+5,22,45,8-8,10-11,10-9,72+4,64,60+2,60+2,76,,,,,,,,,,,,,,,,,,,,,,,,,,
137186,https://sofifa.com/player/137186/andrea-barzagli/17/158492,A. Barzagli,Andrea Barzagli,35,1981-05-08,187,87,Italy,Juventus,86,86,6500000,80000,CB,Right,3,3,2,Low/High,Normal,Yes,,"#Tackling , #Tactician , #Strength, #Complete Defender",RCB,15.0,,2011-01-01,2018.0,RCB,15.0,75.0,37.0,56.0,63.0,89.0,79.0,,,,,,,Leadership,40,27,76,65,35,60,50,31,65,65,69,79,60-1,82-2,64-5,54+3,85+2,66-3,87+2,39,74-2,92,28-1,58+8,60+10,82,90,90,90+2,4,2,4,2,4,55+2,55+2,55+2,56+2,56+2,56+2,56+2,56+2,58+2,58+2,58+2,59+2,64+2,64+2,64+2,59+2,75+2,78+2,78+2,78+2,75+2,78+2,85+2,85+2,85+2,78+2
186832,https://sofifa.com/player/186832/kwadwo-asamoah/17/158492,K. Asamoah,Kwadwo Asamoah,27,1988-12-09,173,76,Ghana,Juventus,80,81,15500000,80000,"CM, LM",Left,2,3,4,High/High,Stocky,No,,,LCM,22.0,,2012-07-01,2017.0,,,80.0,73.0,77.0,83.0,71.0,76.0,,,,,,,"Injury Prone, Avoids Using Weaker Foot, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",76-2,65-2,56+2,79,76-2,84,72+1,68,77+4,81,80+1,80-3,82-3,78,82-1,84-3,79,85+6,73-6,82-1,70+2,76+14,76-1,76+2,64,78,68-4,74+8,74+1,5,4,3,4,5,75+1,75+1,75+1,79+1,78+1,78+1,78+1,79+1,79+1,79+1,79+1,79+1,79+1,79+1,79+1,79+1,78+1,77+1,77+1,77+1,78+1,76+1,73+1,73+1,73+1,76+1
